PROSPECTID,Total_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_closed_L6M,pct_active_tl,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,time_since_recent_payment,num_times_delinquent,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_60p_dpd,num_std,num_std_6mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_lss,recent_level_of_deliq,CC_enq,CC_enq_L6m,PL_enq,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,AGE,MARITALSTATUS_Married,MARITALSTATUS_Single,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,GENDER_F,GENDER_M,last_prod_enq2_AL,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_AL,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others
1,5,0,0,0.0,0.2,0.0,0.0,0,0,0,0,4,1,4,0,72,549,11,0,0,0,0,21,5,0,0,0,0,0,0,29,0,0,6,566,0,51000,114,0.2,0.0,0,1,0.0,0.0,1,0,48,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,19000,50,1.0,0.0,0,0,0.0,0.0,0,0,23,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3,8,1,0,0.0,1.0,0.25,0.0,1,1,0,0,0,2,6,0,47,302,9,1,9,8,0,10,5,0,0,0,0,0,0,25,0,0,0,587,0,18,191,1.0,0.5,0,0,0.0,0.0,1,0,40,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,3,0,0,0.0,0.333,0.0,0.0,0,1,0,0,0,3,0,2,131,583,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,0,3951,0,15000,75,0.333,0.0,0,0,0.0,0.0,0,0,48,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
6,6,0,0,0.0,0.167,0.0,0.167,0,4,0,0,0,6,0,0,150,245,14,0,0,0,11,5,0,3,0,1,0,0,0,26,2,0,7,7,4,0,154,0.167,0.0,0,0,0.429,0.0,1,0,35,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
8,6,0,0,0.0,0.333,0.167,0.333,0,1,0,0,0,6,0,5,36,74,3,0,0,0,2,27,0,0,0,0,0,0,0,133,0,0,0,2,1,27000,126,0.333,0.0,0,0,0.0,0.0,0,0,30,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,16,424,3,2,3,1,1,0,0,0,0,0,0,0,0,38,0,0,0,108,0,18000,122,1.0,0.0,0,0,0.0,0.0,0,0,39,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
11,7,1,0,0.0,0.714,0.429,0.143,0,2,1,0,2,2,5,0,64,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,87,1,20000,95,0.714,0.333,1,1,0.0,0.333,0,0,27,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
13,2,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0,1,49,1037,1,0,0,0,0,33,4,0,0,0,0,0,0,31,0,0,0,3,1,55000,126,0.0,0.0,0,0,0.0,0.0,0,0,30,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
14,2,1,0,0.0,0.5,0.5,0.5,0,0,0,0,0,0,2,0,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,25000,125,0.5,1.0,0,0,0.0,0.0,0,0,39,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
15,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,38,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,30000,154,0.0,0.0,0,0,0.0,0.0,0,0,27,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16,8,7,1,0.125,0.875,1.0,0.125,2,1,1,0,0,1,7,1,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,46,5,25000,245,0.875,0.875,1,0,1.0,1.0,0,0,44,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
17,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,30000,121,1.0,0.0,0,0,0.0,0.0,0,0,30,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
20,7,1,0,0.0,0.286,0.143,0.143,0,0,0,0,0,5,2,5,138,80,8,0,1,1,1,38,6,0,0,0,0,0,0,22,0,0,0,1679,0,48000,126,0.286,1.0,0,0,0.0,0.0,1,0,31,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
21,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,8,45,1,0,1,1,0,0,0,0,0,0,0,0,0,14,0,0,0,35,1,65000,129,1.0,0.0,0,0,0.0,0.0,0,0,25,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
22,5,0,1,0.2,0.6,0.4,0.2,1,3,0,0,1,3,2,0,92,51,1,0,1,1,0,0,0,0,0,0,0,0,0,15,0,0,4,200,0,64000,35,0.6,0.0,0,1,0.0,0.0,0,0,35,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
23,1,0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,40,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15000,60,0.0,0.0,0,0,0.0,0.0,0,0,24,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
25,3,0,0,0.0,0.667,0.333,0.333,0,0,0,0,0,1,2,3,51,77,0,0,0,0,0,60,8,0,0,0,0,0,0,0,0,0,0,293,0,30000,121,0.667,0.0,0,0,0.0,0.0,0,0,22,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
27,1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,59,1341,10,0,2,2,8,0,0,0,0,0,0,0,0,190,2,1,0,58,1,20000,39,0.0,0.0,1,0,0.0,0.5,0,0,28,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
28,11,1,1,0.091,0.455,0.273,0.091,2,1,0,0,0,9,2,1,37,76,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1,156,0,10000,23,0.455,0.333,0,0,1.0,0.0,1,0,30,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29,42,2,2,0.048,0.19,0.119,0.071,3,0,0,1,0,35,7,15,159,88,1,0,0,0,1,107,17,0,0,0,0,0,0,183,0,0,0,366,0,25000,101,0.19,0.4,0,0,0.0,0.0,1,1,37,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
30,3,2,0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,3,1,10,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,1,50000,80,1.0,0.667,0,0,0.0,0.0,0,0,33,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
31,10,3,0,0.0,0.8,0.5,0.2,2,3,1,2,0,5,5,2,38,68,4,0,2,2,0,31,5,0,0,0,0,0,0,25,1,1,3,60,2,50000,64,0.8,0.6,1,0,0.667,1.0,0,1,22,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
32,4,2,0,0.0,0.75,0.75,0.0,0,2,0,0,0,2,2,0,47,34,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,1,10,21000,182,0.75,0.667,0,0,0.0,0.0,0,0,52,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
33,5,2,1,0.2,0.6,0.8,0.2,2,0,0,0,0,0,5,0,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,18000,217,0.6,0.5,0,0,0.0,0.0,0,0,41,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
34,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,15000,63,1.0,1.0,0,0,0.0,0.0,0,0,25,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
35,2,0,0,0.0,1.0,0.5,0.0,1,0,0,0,0,1,1,2,26,99,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,207,0,12000,40,1.0,0.0,0,0,0.0,0.0,0,0,25,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
36,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,30000,62,1.0,0.0,0,0,0.0,0.0,0,0,26,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
37,7,3,1,0.143,0.857,0.714,0.143,0,1,2,0,1,1,6,0,41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,25000,62,0.857,0.6,1,1,0.833,1.0,0,0,30,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
38,11,0,0,0.0,0.273,0.091,0.0,0,0,0,0,0,6,5,5,73,341,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,53,1,55000,231,0.273,0.0,0,0,0.0,0.0,1,0,38,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
39,1,0,0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,40000,130,0.0,0.0,0,0,0.0,0.0,0,0,57,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
40,2,0,1,0.5,0.0,0.0,0.5,0,1,0,0,1,1,1,0,32,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,25000,300,0.0,0.0,0,1,0.0,0.0,0,0,48,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
42,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,10,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,79,1,15000,125,1.0,0.0,0,0,1.0,0.0,0,0,31,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
44,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,49,875,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1481,0,13000,244,0.0,0.0,0,0,0.0,0.0,0,0,52,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
45,5,0,0,0.0,0.4,0.2,0.0,0,0,0,0,0,0,5,3,33,53,4,0,0,0,0,25,4,0,0,0,0,0,0,4,0,0,1,1,2,45000,181,0.4,0.0,0,0,0.0,0.0,0,0,31,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
46,12,7,4,0.333,0.417,0.833,0.417,3,2,1,0,7,2,10,0,48,80,1,0,0,0,0,6,5,0,0,0,0,0,0,9,1,1,13,49,5,20000,70,0.417,0.7,1,1,0.615,1.0,0,0,25,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
47,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,8,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232,0,12000,191,1.0,0.0,0,0,0.0,0.0,0,0,51,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
48,2,0,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,2,0,18,40,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,64,4,18000,105,0.5,0.0,0,0,0.0,0.0,0,0,25,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
49,7,5,2,0.286,0.571,0.714,0.286,2,0,0,0,2,4,3,5,60,83,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,5,1,3,18000,25,0.571,1.0,0,1,1.0,1.0,0,0,24,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,17000,50,1.0,0.0,0,0,0.0,0.0,0,0,26,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51,4,2,0,0.0,1.0,0.5,0.0,1,1,0,0,0,1,3,3,83,64,5,0,0,0,5,1,0,0,0,0,0,0,0,478,0,0,1,9,2,25000,182,1.0,1.0,0,0,1.0,0.0,0,0,33,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
52,2,1,0,0.0,0.5,0.5,0.0,1,1,0,0,0,2,0,1,59,1084,5,0,0,0,4,0,0,0,0,0,0,0,0,90,0,0,0,83,2,30000,190,0.5,1.0,0,0,0.0,0.0,0,0,34,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
53,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,44,518,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1344,0,16000,13,0.0,0.0,0,0,0.0,0.0,0,0,27,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
54,3,2,2,0.667,0.333,0.667,0.667,0,1,0,0,1,1,2,0,16,81,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,17,2,15000,30,0.333,1.0,0,1,1.0,0.0,0,0,23,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
55,5,3,0,0.0,0.8,0.6,0.0,1,0,0,0,2,0,5,1,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,4,35000,110,0.8,1.0,0,1,0.75,0.0,0,0,34,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
56,2,0,0,0.0,1.0,1.0,0.0,0,0,0,0,2,0,2,0,9,46,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,2,263,0,20000,122,1.0,0.0,0,1,0.0,0.0,0,0,53,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
58,9,1,1,0.111,0.222,0.444,0.222,0,0,0,0,0,0,9,6,42,84,1,0,0,0,0,19,0,0,0,0,0,0,0,16,0,0,1,184,0,10000,37,0.222,0.25,0,0,0.0,0.0,0,0,28,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
59,3,0,0,0.0,1.0,0.333,0.0,0,0,0,0,1,1,2,1,24,113,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,7,241,0,28000,150,1.0,0.0,0,1,0.0,0.0,0,0,43,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
60,3,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,2,0,11,74,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,1,51,1,20000,56,1.0,0.0,0,0,0.0,0.0,0,0,26,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
61,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,40,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,51000,145,0.0,0.0,0,0,0.0,0.0,0,0,30,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
62,9,0,5,0.556,0.333,0.333,0.556,0,1,0,0,1,1,8,2,39,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,267,0,20000,98,0.333,0.0,0,1,0.0,0.0,0,0,32,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
63,2,0,0,0.0,0.5,0.5,0.5,0,1,0,0,0,1,1,0,33,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,15000,41,0.5,0.0,0,0,0.0,0.0,0,0,35,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
64,2,0,1,0.5,0.5,0.0,0.5,0,1,0,0,0,1,1,0,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,7000,102,0.5,0.0,0,0,0.0,0.0,0,0,38,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
65,2,0,0,0.0,0.5,0.5,0.0,0,1,0,0,1,1,1,0,40,287,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,1,315,0,25000,66,0.5,0.0,0,1,0.0,0.0,0,0,30,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
66,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,7,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,25000,27,1.0,0.0,0,0,0.0,0.0,0,0,28,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
67,3,0,0,0.0,1.0,1.0,0.0,1,1,0,0,0,1,2,1,12,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,30000,65,1.0,0.0,0,0,0.0,0.0,0,0,34,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
68,1,0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,27,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,20000,122,0.0,0.0,0,0,0.0,0.0,0,0,47,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
69,2,0,0,0.0,0.5,0.0,0.0,0,2,0,0,0,2,0,0,70,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,20000,13,0.5,0.0,0,0,0.0,0.0,0,0,29,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
70,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,20000,44,1.0,1.0,0,0,0.0,0.0,0,0,32,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
71,26,1,0,0.0,0.154,0.038,0.0,0,0,0,0,0,25,1,0,59,100,2,0,0,0,0,0,0,0,0,0,0,0,0,26,2,1,6,12,7,40900,129,0.154,1.0,0,0,0.667,0.5,1,0,31,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
72,4,1,0,0.0,1.0,0.5,0.0,0,0,0,0,1,3,1,3,76,56,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,1,411,0,65000,181,1.0,0.5,0,1,0.0,0.0,0,0,41,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
73,2,1,0,0.0,1.0,1.0,0.0,0,2,0,0,0,2,0,0,7,22,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,20000,263,1.0,0.5,0,0,0.0,0.0,0,0,45,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
75,3,0,0,0.0,1.0,0.667,0.0,0,0,0,0,0,0,3,1,115,35,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,322,0,20000,101,1.0,0.0,0,0,0.0,0.0,0,0,26,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
76,10,3,2,0.2,0.8,0.8,0.2,2,0,0,0,0,0,10,1,19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,84,1,15500,64,0.8,0.375,0,0,0.0,1.0,0,0,27,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
77,4,0,0,0.0,0.5,0.5,0.25,0,1,0,0,0,1,3,1,66,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,50000,54,0.5,0.0,0,0,0.0,0.0,0,0,27,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
78,2,0,0,0.0,1.0,0.5,0.0,0,0,0,0,0,0,2,0,14,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,13000,42,1.0,0.0,0,0,0.0,0.0,0,0,55,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
79,3,1,0,0.0,0.667,0.333,0.0,0,1,1,0,0,1,2,0,70,73,2,0,2,2,0,0,0,0,0,0,0,0,0,8,1,0,2,169,0,20000,113,0.667,1.0,1,0,1.0,0.0,0,0,26,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
80,2,0,0,0.0,1.0,0.5,0.0,1,1,0,0,0,2,0,1,20,71,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,614,0,15000,47,1.0,0.0,0,0,0.0,0.0,0,0,29,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
81,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,8,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,19000,123,1.0,0.0,0,0,0.0,0.0,0,0,43,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
82,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,9000,33,1.0,0.0,0,0,0.0,0.0,0,0,32,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
83,2,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,2,1,14,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,14500,68,1.0,0.0,0,0,0.0,0.0,0,0,34,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
84,1,0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,26,50,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,1,33000,306,0.0,0.0,0,0,0.0,0.0,0,0,35,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
88,11,1,1,0.091,0.455,0.273,0.364,0,4,0,0,0,4,7,1,49,18,1,0,0,0,0,35,8,0,0,0,0,0,0,3,0,0,2,90,1,25000,42,0.455,0.333,0,0,0.5,0.0,0,0,26,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
89,3,2,1,0.333,0.667,0.667,0.333,1,0,0,0,0,0,3,2,48,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,25000,128,0.667,1.0,0,0,0.0,0.0,0,0,39,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
90,5,0,0,0.0,0.4,0.0,0.0,0,0,0,0,3,2,3,0,47,63,1,0,0,0,1,0,0,0,0,0,0,0,0,92,0,0,3,7,1,43000,131,0.4,0.0,0,1,0.0,0.0,1,0,35,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
91,4,2,0,0.0,1.0,0.75,0.0,1,0,0,0,0,1,3,3,40,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,20000,95,1.0,0.667,0,0,0.0,0.0,0,0,29,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
92,2,1,1,0.5,0.5,0.5,0.5,1,0,0,0,2,0,2,0,12,370,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,3,114,0,12,306,0.5,1.0,0,1,0.333,0.0,0,0,38,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
93,7,4,0,0.0,0.857,0.857,0.0,2,0,0,0,1,1,6,2,46,72,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,148,0,40000,130,0.857,0.667,0,1,0.0,0.0,0,0,35,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
94,4,0,0,0.0,0.5,0.0,0.0,0,1,0,0,1,1,3,0,60,296,18,2,2,0,4,0,0,0,0,0,0,0,0,25,0,0,2,1160,0,23000,181,0.5,0.0,0,1,0.0,0.0,0,0,41,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
95,4,0,0,0.0,0.25,0.0,0.25,0,0,0,0,0,3,1,3,93,271,1,0,1,1,0,8,1,0,0,0,0,0,0,2,0,0,0,17,1,30000,101,0.25,0.0,0,0,0.0,0.0,1,0,28,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
97,8,1,2,0.25,0.5,0.25,0.375,0,8,0,0,0,8,0,0,56,52,14,0,1,1,1,0,0,0,0,0,0,0,0,30,0,0,0,135,0,40000,110,0.5,0.5,0,0,0.0,0.0,0,0,33,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
98,23,3,3,0.13,0.391,0.261,0.174,2,0,0,0,1,19,4,16,61,20,1,0,1,1,0,122,19,0,0,0,0,0,0,58,0,0,1,4,6,35000,128,0.391,0.5,0,1,0.0,0.0,1,0,27,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
99,8,3,0,0.0,0.875,0.75,0.0,3,1,0,0,1,1,7,2,113,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,2,25000,78,0.875,0.5,0,1,0.0,0.0,0,0,46,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
100,6,0,0,0.0,0.167,0.0,0.0,0,1,0,0,0,6,0,0,67,100,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1248,0,38500,167,0.167,0.0,0,0,0.0,0.0,1,0,33,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
101,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,42,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34200,74,0.0,0.0,0,0,0.0,0.0,0,0,25,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
104,1,1,1,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,5,90,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,1,64,4,19000,107,0.0,1.0,0,0,1.0,1.0,1,0,32,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
